timestamp,angle_x,angle_y,angle_z,max_tilt,label
55.51492512482218,-0.007327184832779,-0.0073770730432076,0.0016374811985507,0.0073770730432076,0
55.58543912484311,0.0017079226103991,-0.0198526904003079,0.0214171751761152,0.0198526904003079,0
55.66602612496354,-0.0013248586241652,-0.0139130434381298,0.0604909816329907,0.0139130434381298,0
55.73654012498446,-0.1446427386879364,0.0311813740048074,0.0982597368597733,0.1446427386879364,0
55.80705412500538,-0.3166254319360072,0.1332383338175695,0.1689702765367242,0.3166254319360072,0
55.897714083315805,-0.2763637949240509,0.1629805289989945,0.1694127875443933,0.2763637949240509,0
55.958155083237216,-0.3003081443791061,0.1432183698789262,0.1625344890993619,0.3003081443791061,0
56.01859508315101,-0.2309665992302041,0.1048589742607011,0.1549624733830759,0.2309665992302041,0
56.09918208327144,-0.2224933651627546,0.162473183471303,0.1635651657773843,0.2224933651627546,0
56.17977008316666,-0.2556171759759206,0.1888108108373529,0.1167544252587348,0.2556171759759206,0
56.240210083313286,-0.1935723387305897,0.177818420605484,0.0947335539782184,0.1935723387305897,0
56.31072408333421,0.1388344339608691,0.1571502846932276,0.1187886238422864,0.1571502846932276,0
56.38123808335513,0.7756097589305069,-0.1162064406440989,0.0447634050954771,0.7756097589305069,0
56.451751083135605,1.4453878952273436,-0.4211535224845693,0.0041088955623315,1.4453878952273436,0
56.54241208336316,2.9741103192751317,-0.9626068899261307,-0.1143080365533523,2.9741103192751317,0
56.62299908325076,4.477849286347638,-1.890110968434428,-0.2082772991546159,4.477849286347638,0
56.69351308327168,5.823699759775735,-3.077356049743111,-0.5284289093902875,5.823699759775735,0
56.77410008315928,7.799621995879223,-4.947342219392468,-1.157728086657934,7.799621995879223,0
56.83454158320092,9.108981498986765,-6.497584864711307,-1.6334739618939396,9.108981498986765,0
56.91512858332135,11.213047783063956,-7.532091047223657,-2.172865812779542,11.213047783063956,0
56.98564258334227,12.682877534871212,-8.33248480749584,-2.571654544864697,12.682877534871212,0
57.06622958322987,14.880084162044245,-10.522918874582263,-3.896868431748686,14.880084162044245,0
57.12667058315128,16.740065228868627,-10.84763672853107,-4.684786802397812,16.740065228868627,1
57.18711058329791,18.54128245527653,-11.164120563040113,-4.840807572651265,18.54128245527653,1
57.25762458331883,20.52138123296293,-13.336463758281644,-5.504987541715754,20.52138123296293,1
57.33821158320643,22.886087525695004,-15.188696399989569,-7.046665339908352,22.886087525695004,1
57.40872558322735,25.241212552157755,-14.311732437190637,-6.524722772707243,25.241212552157755,1
57.46916558314115,24.956186584740717,-10.3413557718459,-4.773518907532433,24.956186584740717,1
57.5497535832692,24.68855524856781,-9.236605229044178,-4.55395109361969,24.68855524856781,1
57.61019358318299,26.149370890474252,-10.922258044293404,-5.741999899843311,26.149370890474252,1
57.69078058330342,27.354568168825438,-12.386895825636952,-5.745642706718934,27.354568168825438,1
57.76129458332434,26.28850485312845,-11.440492042825378,-4.806554731645784,26.28850485312845,1
57.84188099997118,26.240631568312807,-12.620077649415707,-5.32294714196779,26.240631568312807,1
57.9123949999921,25.8656958648408,-12.87955616965598,-5.299565382398791,25.8656958648408,1
57.9929819998797,25.395782615060664,-12.376314925602813,-5.028703796347995,25.395782615060664,1
58.063495999900624,25.225445660982945,-12.598061173631216,-5.262469482005619,25.225445660982945,1
58.134009999921545,24.793973987224238,-12.550736028279085,-5.227846709531583,24.793973987224238,1
58.214596999809146,24.19215825977225,-12.408946439549515,-5.139030426063305,24.19215825977225,1
58.29518499993719,23.009764980671186,-12.093321090267246,-5.100599257792025,23.009764980671186,1
58.35562499985099,22.24311727757232,-11.920798427234969,-5.136548223541317,22.24311727757232,1
58.42613899987191,21.23128265238213,-11.856612590316455,-5.194092989074913,21.23128265238213,1
58.49665299989283,19.848252494981693,-11.709108224088167,-5.283111206826267,19.848252494981693,1
58.56716699991375,18.58257133972503,-11.410722464835125,-5.23623338477706,18.58257133972503,1
58.62760699982755,17.413975898099363,-11.258092867716863,-5.183849882486792,17.413975898099363,1
58.718267999822274,15.258629618293652,-11.269378243550369,-4.985191870980468,15.258629618293652,1
58.7887819998432,13.530385735196123,-11.34217094143314,-4.834314436302631,13.530385735196123,0
58.8794418333564,11.791375691015656,-10.7964905217182,-4.5283106114973615,11.791375691015656,0
58.949955833144486,10.611489466482633,-10.079301396582895,-4.150848550793314,10.611489466482633,0
59.04061683313921,9.243047916719744,-10.071293667173066,-4.133677623613158,10.071293667173066,0
59.11113083316013,7.739797676348294,-10.399425455297488,-4.294897300685026,10.399425455297488,0
59.18164483318105,6.443127270273867,-10.414226979617396,-4.258141735523762,10.414226979617396,0
59.27230483316816,4.811190875624224,-10.188621483278329,-4.128621887481994,10.188621483278329,0
59.35289283329621,3.0987809815555645,-10.06833740290749,-4.127449332310677,10.06833740290749,0
59.43347983318381,1.1327955581179023,-9.899678027425663,-3.969924424303253,9.899678027425663,0
59.50399383320473,-0.191614461515053,-9.71461730213663,-3.8446355501758234,9.71461730213663,0
59.57450783322565,-0.4188130991326916,-9.62276279336372,-3.7743568315306097,9.62276279336372,0
59.64502083323896,-0.1012437945675248,-9.637249962653357,-3.7656213766858033,9.637249962653357,0
59.71553483325988,-0.0010822131688774,-9.552742266161248,-3.699296203767056,9.552742266161248,0
59.796122833155096,0.4776111896796267,-9.51412754206848,-3.7600853445571065,9.51412754206848,0
59.86663620825857,0.7891476694173754,-9.5395765372481,-3.8043398390351775,9.5395765372481,0
59.92707720817998,0.8826020128553009,-9.49631924349189,-3.7535672715185338,9.49631924349189,0
60.00766420830041,1.139733175643236,-9.549375392086963,-3.780824879679404,9.549375392086963,0
60.07817820832133,1.1285232651104444,-9.529898199345386,-3.773089224720525,9.529898199345386,0
60.148692208342254,1.0218928719087554,-9.513260224995992,-3.7875202212422137,9.513260224995992,0
60.20913220825605,1.3966980716321171,-9.539577117633218,-3.858423974184226,9.539577117633218,0
60.28972020815127,1.737300374783845,-9.467121207354792,-3.788743334140076,9.467121207354792,0
60.35016020829789,2.160919723916056,-9.481503200301878,-3.765821648586269,9.481503200301878,0
60.420674208318815,3.309723025667113,-9.48296005680872,-3.874454461127022,9.48296005680872,0
